operator_id,op_jobKind,op_qualifications_count,op_effectiveTime,op_popularity_score,op_has_CP,op_has_CN,workload_pressure_index,daily_perc_ortho,avg_patient_priority,daily_lifter_ratio,target_assN,target_assO,target_assCP,target_assMAC,target_assignments
213,0,6,432,7,1,0,0.8942414174972314,0.39090909090909093,9.571428571428571,0.06363636363636363,2,2,0,3,7
224,0,6,432,7,1,0,0.8942414174972314,0.39090909090909093,11.142857142857142,0.06363636363636363,1,2,0,3,7
223,0,6,432,6,1,0,0.8942414174972314,0.39090909090909093,15.0,0.06363636363636363,0,0,0,6,6
464,1,6,216,4,1,0,0.8942414174972314,0.39090909090909093,6.5,0.06363636363636363,1,3,0,0,4
228,0,6,480,6,1,0,0.8942414174972314,0.39090909090909093,12.2,0.06363636363636363,0,2,0,2,5
230,0,6,432,3,1,0,0.8942414174972314,0.39090909090909093,6.0,0.06363636363636363,3,3,0,0,6
232,0,6,432,5,1,0,0.8942414174972314,0.39090909090909093,11.625,0.06363636363636363,1,2,0,5,8
524,0,5,432,5,0,0,0.8942414174972314,0.39090909090909093,6.0,0.06363636363636363,3,3,0,0,6
226,1,5,210,3,0,0,0.8942414174972314,0.39090909090909093,6.0,0.06363636363636363,2,2,0,0,4
224,0,6,432,7,1,0,0.8561827956989247,0.3853211009174312,11.142857142857142,0.06422018348623854,1,2,0,3,7
464,1,6,216,4,1,0,0.8561827956989247,0.3853211009174312,6.5,0.06422018348623854,1,3,0,0,4
227,0,6,432,5,1,0,0.8561827956989247,0.3853211009174312,5.666666666666667,0.06422018348623854,3,3,0,0,6
313,1,6,216,1,1,0,0.8561827956989247,0.3853211009174312,8.0,0.06422018348623854,0,3,0,0,3
230,0,6,432,4,1,0,0.8561827956989247,0.3853211009174312,6.666666666666667,0.06422018348623854,2,4,0,0,6
217,0,7,300,5,1,0,0.8561827956989247,0.3853211009174312,9.0,0.06422018348623854,0,4,0,1,5
32,1,4,140,2,1,1,0.8907766990291263,0.4642857142857143,13.0,0.03571428571428571,0,0,3,0,3
226,1,5,210,4,0,0,0.8561827956989247,0.3853211009174312,6.0,0.06422018348623854,2,2,0,0,4
213,0,6,432,6,1,0,0.8561827956989247,0.3853211009174312,10.5,0.06422018348623854,1,2,0,3,6
220,0,6,480,7,1,0,0.8561827956989247,0.3853211009174312,13.0,0.06422018348623854,0,2,0,5,7
221,0,6,432,6,1,0,0.8561827956989247,0.3853211009174312,8.5,0.06422018348623854,1,4,0,1,6
219,0,6,480,7,1,0,0.8561827956989247,0.3853211009174312,10.5,0.06422018348623854,2,2,0,4,8
218,0,6,480,3,1,0,0.8561827956989247,0.3853211009174312,10.166666666666666,0.06422018348623854,2,1,0,2,6
44,0,4,340,3,1,1,0.8907766990291263,0.4642857142857143,5.75,0.03571428571428571,2,2,0,0,4
524,0,5,432,5,0,0,0.8561827956989247,0.3853211009174312,11.875,0.06422018348623854,1,2,0,5,8
211,0,6,300,6,0,1,0.8561827956989247,0.3853211009174312,15.0,0.06422018348623854,0,0,0,6,6
212,0,6,300,4,1,0,0.8561827956989247,0.3853211009174312,8.75,0.06422018348623854,1,2,0,1,4
214,0,6,432,7,0,1,0.8561827956989247,0.3853211009174312,10.428571428571429,0.06422018348623854,1,3,0,2,7
215,0,6,300,5,0,1,0.8561827956989247,0.3853211009174312,15.0,0.06422018348623854,0,0,0,4,5
216,0,6,300,3,1,0,0.8561827956989247,0.3853211009174312,6.0,0.06422018348623854,1,2,0,0,3
223,0,6,432,6,1,0,0.8561827956989247,0.3853211009174312,15.0,0.06422018348623854,0,0,0,6,6
435,0,3,340,5,0,1,0.8907766990291263,0.4642857142857143,6.0,0.03571428571428571,3,3,0,0,6
210,0,6,402,2,1,0,0.8561827956989247,0.3853211009174312,6.0,0.06422018348623854,1,1,0,0,2
50,0,3,340,5,0,1,0.8907766990291263,0.4642857142857143,5.333333333333333,0.03571428571428571,4,2,0,0,6
43,0,4,280,2,0,1,0.8907766990291263,0.4642857142857143,6.666666666666667,0.03571428571428571,1,2,0,0,3
29,1,3,200,3,0,1,0.8907766990291263,0.4642857142857143,4.666666666666667,0.03571428571428571,2,1,0,0,3
